model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
CatBoost,0.6579164903117682,0.8603924162702296,roc_auc_ovo,0.21607589721679688,0.044838905334472656,415.55211782455444,0.21607589721679688,0.044838905334472656,415.55211782455444,1,True,2
WeightedEnsemble_L2,0.6572955815063198,0.8746581465719542,roc_auc_ovo,25.175783157348633,2.2943716049194336,593.7351636886597,0.007327079772949219,0.0025320053100585938,0.13898682594299316,2,True,3
LightGBM,0.6340927987986661,0.859553185019506,roc_auc_ovo,24.952380180358887,2.2470006942749023,178.04405903816223,24.952380180358887,2.2470006942749023,178.04405903816223,1,True,1
